mes_inicio;provincia_origen;provincia_destino;viajes;viajeros;edicion
2021-02;Ciudad Aut¢noma de Buenos Aires;Santa Fe;28;68;previaje 1
2021-02;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;55;165;previaje 1
2021-02;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;1003;2535;previaje 1
2021-02;Ciudad Aut¢noma de Buenos Aires;Tucum n;109;231;previaje 1
2021-02;C¢rdoba;Buenos Aires;315;998;previaje 1
2021-02;C¢rdoba;Catamarca;3;7;previaje 1
2021-02;C¢rdoba;Chubut;38;111;previaje 1
2021-02;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;62;120;previaje 1
2021-02;C¢rdoba;C¢rdoba;1092;3784;previaje 1
2021-02;C¢rdoba;Corrientes;11;22;previaje 1
2021-02;C¢rdoba;Entre R¡os;29;71;previaje 1
2021-02;C¢rdoba;Jujuy;34;73;previaje 1
2021-02;C¢rdoba;La Pampa;4;8;previaje 1
2021-02;C¢rdoba;La Rioja;4;8;previaje 1
2021-02;C¢rdoba;Mendoza;136;350;previaje 1
2021-02;C¢rdoba;Misiones;203;598;previaje 1
2021-02;C¢rdoba;Neuqu‚n;105;318;previaje 1
2021-02;C¢rdoba;R¡o Negro;524;1420;previaje 1
2021-02;C¢rdoba;Salta;95;262;previaje 1
2021-02;C¢rdoba;San Luis;93;283;previaje 1
2021-02;C¢rdoba;Santa Cruz;294;767;previaje 1
2021-02;C¢rdoba;Santa Fe;11;31;previaje 1
2021-02;C¢rdoba;Santiago del Estero;31;106;previaje 1
2021-02;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;309;794;previaje 1
2021-02;C¢rdoba;Tucum n;7;14;previaje 1
2021-02;Corrientes;Buenos Aires;9;29;previaje 1
2021-02;Corrientes;Ciudad Aut¢noma de Buenos Aires;8;20;previaje 1
2021-02;Corrientes;C¢rdoba;6;19;previaje 1
2021-02;Corrientes;Corrientes;14;62;previaje 1
2021-02;Corrientes;Entre R¡os;5;19;previaje 1
2021-02;Corrientes;Mendoza;9;21;previaje 1
2021-02;Corrientes;Misiones;9;30;previaje 1
2021-02;Corrientes;R¡o Negro;13;36;previaje 1
2021-02;Corrientes;Salta;4;17;previaje 1
2021-02;Corrientes;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;9;previaje 1
2021-02;Entre R¡os;Buenos Aires;100;297;previaje 1
2021-02;Entre R¡os;Chubut;4;10;previaje 1
2021-02;Entre R¡os;Ciudad Aut¢noma de Buenos Aires;6;15;previaje 1
2021-02;Entre R¡os;C¢rdoba;77;234;previaje 1
2021-02;Entre R¡os;Corrientes;5;23;previaje 1
2021-02;Entre R¡os;Entre R¡os;47;153;previaje 1
2021-02;Entre R¡os;Jujuy;6;17;previaje 1
2021-02;Entre R¡os;Mendoza;36;126;previaje 1
2021-02;Entre R¡os;Misiones;7;37;previaje 1
2021-02;Entre R¡os;Neuqu‚n;23;81;previaje 1
2021-02;Entre R¡os;R¡o Negro;69;177;previaje 1
2021-02;Entre R¡os;Salta;14;25;previaje 1
2021-02;Entre R¡os;San Luis;16;37;previaje 1
2021-02;Entre R¡os;Santa Cruz;47;114;previaje 1
2021-02;Entre R¡os;Santa Fe;3;17;previaje 1
2021-02;Entre R¡os;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;33;113;previaje 1
2021-02;Jujuy;Buenos Aires;25;74;previaje 1
2021-02;Jujuy;Ciudad Aut¢noma de Buenos Aires;12;25;previaje 1
2021-02;Jujuy;C¢rdoba;13;26;previaje 1
2021-02;Jujuy;Corrientes;11;36;previaje 1
2021-02;Jujuy;Jujuy;12;31;previaje 1
2021-02;Jujuy;Misiones;21;60;previaje 1
2021-02;Jujuy;Neuqu‚n;4;12;previaje 1
2021-02;Jujuy;R¡o Negro;7;19;previaje 1
2021-02;Jujuy;Salta;19;65;previaje 1
2021-02;Jujuy;Santa Cruz;4;8;previaje 1
2021-02;Jujuy;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;12;previaje 1
2021-02;La Pampa;Buenos Aires;10;37;previaje 1
2021-02;La Pampa;C¢rdoba;13;46;previaje 1
2021-02;La Pampa;Mendoza;5;14;previaje 1
2021-02;La Pampa;Misiones;6;17;previaje 1
2021-02;La Pampa;Neuqu‚n;16;53;previaje 1
2021-02;La Pampa;R¡o Negro;11;36;previaje 1
2021-02;La Pampa;Salta;4;11;previaje 1
2021-02;La Pampa;San Luis;3;7;previaje 1
2021-02;La Pampa;Santa Cruz;6;18;previaje 1
2021-02;La Pampa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;18;51;previaje 1
2021-02;La Rioja;Buenos Aires;15;29;previaje 1
2021-02;La Rioja;Chubut;4;11;previaje 1
2021-02;La Rioja;Ciudad Aut¢noma de Buenos Aires;4;5;previaje 1
2021-02;La Rioja;C¢rdoba;15;48;previaje 1
2021-02;La Rioja;La Rioja;3;11;previaje 1
2021-02;La Rioja;Mendoza;3;14;previaje 1
2021-02;La Rioja;R¡o Negro;15;41;previaje 1
2021-02;La Rioja;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;5;previaje 1
2021-02;Mendoza;Buenos Aires;287;809;previaje 1
2021-02;Mendoza;Chaco;3;12;previaje 1
2021-02;Mendoza;Chubut;40;110;previaje 1
2021-02;Mendoza;Ciudad Aut¢noma de Buenos Aires;38;69;previaje 1
2021-02;Mendoza;C¢rdoba;101;333;previaje 1
2021-02;Mendoza;Mendoza;238;663;previaje 1
2021-02;Mendoza;Misiones;35;97;previaje 1
2021-02;Mendoza;Neuqu‚n;104;361;previaje 1
2021-02;Mendoza;R¡o Negro;195;605;previaje 1
2021-02;Mendoza;Salta;15;32;previaje 1
2021-02;Mendoza;San Juan;5;14;previaje 1
2021-02;Mendoza;San Luis;79;272;previaje 1
2021-02;Mendoza;Santa Cruz;59;148;previaje 1
2021-02;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;90;228;previaje 1
2021-02;Mendoza;Tucum n;4;7;previaje 1
2021-02;Misiones;Buenos Aires;29;80;previaje 1
2021-02;Misiones;Chubut;5;12;previaje 1
2021-02;Misiones;Ciudad Aut¢noma de Buenos Aires;11;22;previaje 1
2021-02;Misiones;C¢rdoba;8;21;previaje 1
2021-02;Misiones;Mendoza;6;12;previaje 1
2021-02;Misiones;Misiones;89;308;previaje 1
2021-02;Misiones;Neuqu‚n;10;40;previaje 1
2021-02;Misiones;R¡o Negro;27;91;previaje 1
2021-02;Misiones;Salta;5;16;previaje 1
2021-02;Misiones;Santa Cruz;13;30;previaje 1
2021-02;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;45;99;previaje 1
2021-02;Neuqu‚n;Buenos Aires;49;136;previaje 1
2021-02;Neuqu‚n;Chubut;11;30;previaje 1
2021-02;Neuqu‚n;Ciudad Aut¢noma de Buenos Aires;34;90;previaje 1
2021-02;Neuqu‚n;C¢rdoba;16;34;previaje 1
2021-02;Neuqu‚n;Entre R¡os;3;3;previaje 1
2021-02;Neuqu‚n;Jujuy;4;11;previaje 1
2021-02;Neuqu‚n;Mendoza;22;71;previaje 1
2021-02;Neuqu‚n;Misiones;22;43;previaje 1
2021-02;Neuqu‚n;Neuqu‚n;178;567;previaje 1
2021-02;Neuqu‚n;R¡o Negro;93;305;previaje 1
2021-02;Neuqu‚n;Salta;18;49;previaje 1
2021-02;Neuqu‚n;Santa Cruz;30;83;previaje 1
2021-02;Neuqu‚n;Santa Fe;3;7;previaje 1
2021-02;Neuqu‚n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;85;125;previaje 1
2021-02;R¡o Negro;Buenos Aires;53;163;previaje 1
2021-02;R¡o Negro;Chubut;14;45;previaje 1
2021-02;R¡o Negro;Ciudad Aut¢noma de Buenos Aires;46;114;previaje 1
2021-02;R¡o Negro;C¢rdoba;19;41;previaje 1
2021-02;R¡o Negro;Mendoza;19;49;previaje 1
2021-02;R¡o Negro;Misiones;6;13;previaje 1
2021-02;R¡o Negro;Neuqu‚n;101;338;previaje 1
2021-02;R¡o Negro;R¡o Negro;232;658;previaje 1
2021-02;R¡o Negro;Salta;5;10;previaje 1
2021-02;R¡o Negro;Santa Cruz;32;104;previaje 1
2021-02;R¡o Negro;Santa Fe;6;16;previaje 1
2021-02;R¡o Negro;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;15;37;previaje 1
2021-02;Salta;Buenos Aires;99;264;previaje 1
2021-02;Salta;Chubut;13;22;previaje 1
2021-02;Salta;Ciudad Aut¢noma de Buenos Aires;35;79;previaje 1
2021-02;Salta;C¢rdoba;29;77;previaje 1
2021-02;Salta;Corrientes;23;48;previaje 1
2021-02;Salta;Entre R¡os;3;9;previaje 1
2021-02;Salta;Jujuy;35;94;previaje 1
2021-02;Salta;Mendoza;37;111;previaje 1
2021-02;Salta;Misiones;137;402;previaje 1
2021-02;Salta;Neuqu‚n;19;46;previaje 1
2021-02;Salta;R¡o Negro;57;174;previaje 1
2021-02;Salta;Salta;131;472;previaje 1
2021-02;Salta;Santa Cruz;14;31;previaje 1
2021-02;Salta;Santiago del Estero;20;81;previaje 1
2021-02;Salta;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;48;116;previaje 1
2021-02;Salta;Tucum n;7;17;previaje 1
2021-02;San Juan;Buenos Aires;45;123;previaje 1
2021-02;San Juan;Ciudad Aut¢noma de Buenos Aires;8;18;previaje 1
2021-02;San Juan;C¢rdoba;10;36;previaje 1
2021-02;San Juan;La Rioja;4;10;previaje 1
2021-02;San Juan;Neuqu‚n;11;39;previaje 1
2021-02;San Juan;R¡o Negro;17;53;previaje 1
2021-02;San Juan;Salta;3;7;previaje 1
2021-02;San Juan;San Juan;6;23;previaje 1
2021-02;San Juan;San Luis;9;41;previaje 1
2021-02;San Juan;Santa Cruz;3;6;previaje 1
2021-02;San Juan;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;11;previaje 1
2021-02;San Luis;Buenos Aires;25;74;previaje 1
2021-02;San Luis;Ciudad Aut¢noma de Buenos Aires;7;14;previaje 1
2021-02;San Luis;C¢rdoba;22;58;previaje 1
2021-02;San Luis;Mendoza;4;11;previaje 1
2021-02;San Luis;Misiones;3;7;previaje 1
2021-02;San Luis;Neuqu‚n;7;21;previaje 1
2021-02;San Luis;R¡o Negro;12;36;previaje 1
2021-02;San Luis;San Luis;38;147;previaje 1
2021-02;San Luis;Santa Cruz;5;12;previaje 1
2021-02;San Luis;Santa Fe;3;14;previaje 1
2021-02;San Luis;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;8;21;previaje 1
2021-02;Santa Cruz;Buenos Aires;22;45;previaje 1
2021-02;Santa Cruz;Chaco;3;4;previaje 1
2021-02;Santa Cruz;Chubut;10;35;previaje 1
2021-02;Santa Cruz;Ciudad Aut¢noma de Buenos Aires;20;49;previaje 1
2021-02;Santa Cruz;C¢rdoba;23;56;previaje 1
2021-02;Santa Cruz;Jujuy;3;7;previaje 1
2021-02;Santa Cruz;Mendoza;9;27;previaje 1
2021-02;Santa Cruz;Neuqu‚n;5;19;previaje 1
2021-02;Santa Cruz;R¡o Negro;28;91;previaje 1
2021-02;Santa Cruz;Santa Cruz;41;107;previaje 1
2021-02;Santa Cruz;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;48;132;previaje 1
2021-02;Santa Fe;Buenos Aires;925;2816;previaje 1
2021-02;Santa Fe;Catamarca;3;6;previaje 1
2021-02;Santa Fe;Chubut;50;118;previaje 1
2021-02;Santa Fe;Ciudad Aut¢noma de Buenos Aires;30;72;previaje 1
2021-02;Santa Fe;C¢rdoba;1126;3706;previaje 1
2021-02;Santa Fe;Corrientes;10;35;previaje 1
2021-02;Santa Fe;Entre R¡os;73;274;previaje 1
2021-02;Santa Fe;Jujuy;36;107;previaje 1
2021-02;Santa Fe;La Rioja;3;16;previaje 1
2021-02;Santa Fe;Mendoza;264;768;previaje 1
2021-02;Santa Fe;Misiones;125;386;previaje 1
2021-02;Santa Fe;Neuqu‚n;139;454;previaje 1
2021-02;Santa Fe;R¡o Negro;699;1867;previaje 1
2021-02;Santa Fe;Salta;133;311;previaje 1
2021-02;Santa Fe;San Juan;6;18;previaje 1
2021-02;Santa Fe;San Luis;121;333;previaje 1
2021-02;Santa Fe;Santa Cruz;242;570;previaje 1
2021-02;Santa Fe;Santa Fe;84;257;previaje 1
2021-02;Santa Fe;Santiago del Estero;7;24;previaje 1
2021-02;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;288;744;previaje 1
2021-02;Santa Fe;Tucum n;11;26;previaje 1
2021-02;Santiago del Estero;Buenos Aires;10;21;previaje 1
2021-02;Santiago del Estero;Ciudad Aut¢noma de Buenos Aires;12;28;previaje 1
2021-02;Santiago del Estero;C¢rdoba;11;33;previaje 1
2021-02;Santiago del Estero;Neuqu‚n;3;7;previaje 1
2021-02;Santiago del Estero;R¡o Negro;15;60;previaje 1
2021-02;Santiago del Estero;Salta;6;20;previaje 1
2021-02;Santiago del Estero;Santiago del Estero;4;11;previaje 1
2021-02;Santiago del Estero;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;7;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Buenos Aires;66;157;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Chaco;11;31;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Chubut;5;15;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Ciudad Aut¢noma de Buenos Aires;39;94;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;C¢rdoba;42;99;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Entre R¡os;6;17;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Jujuy;11;15;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Mendoza;21;56;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Misiones;6;11;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Neuqu‚n;6;11;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;R¡o Negro;5;14;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Salta;6;12;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;San Luis;3;8;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Cruz;58;176;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Fe;5;16;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santiago del Estero;3;6;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;45;131;previaje 1
2021-02;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tucum n;13;26;previaje 1
2021-02;Tucum n;Buenos Aires;145;393;previaje 1
2021-02;Tucum n;Chubut;3;8;previaje 1
2021-02;Tucum n;Ciudad Aut¢noma de Buenos Aires;42;88;previaje 1
2021-02;Tucum n;C¢rdoba;72;216;previaje 1
2021-02;Tucum n;Corrientes;6;22;previaje 1
2021-02;Tucum n;Jujuy;20;50;previaje 1
2021-02;Tucum n;Mendoza;34;78;previaje 1
2021-02;Tucum n;Misiones;17;48;previaje 1
2021-02;Tucum n;Neuqu‚n;6;16;previaje 1
2021-02;Tucum n;R¡o Negro;120;330;previaje 1
2021-02;Tucum n;Salta;88;284;previaje 1
2021-02;Tucum n;Santa Cruz;21;57;previaje 1
2021-02;Tucum n;Santiago del Estero;12;42;previaje 1
2021-02;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;40;85;previaje 1
2021-02;Tucum n;Tucum n;38;122;previaje 1
2021-03;Buenos Aires;Buenos Aires;2012;5434;previaje 1
2021-03;Buenos Aires;Catamarca;22;43;previaje 1
2021-03;Buenos Aires;Chubut;184;380;previaje 1
2021-03;Buenos Aires;Ciudad Aut¢noma de Buenos Aires;96;207;previaje 1
2021-03;Buenos Aires;C¢rdoba;813;2067;previaje 1
2021-03;Buenos Aires;Corrientes;34;104;previaje 1
2021-03;Buenos Aires;Entre R¡os;228;652;previaje 1
2021-03;Buenos Aires;Formosa;5;7;previaje 1
2021-03;Buenos Aires;Jujuy;163;390;previaje 1
2021-03;Buenos Aires;La Pampa;7;24;previaje 1
2021-03;Buenos Aires;La Rioja;19;39;previaje 1
2021-03;Buenos Aires;Mendoza;910;2387;previaje 1
2021-03;Buenos Aires;Misiones;1051;2925;previaje 1
2021-03;Buenos Aires;Neuqu‚n;612;1616;previaje 1
2021-03;Buenos Aires;R¡o Negro;2099;5371;previaje 1
2021-03;Buenos Aires;Salta;670;1658;previaje 1
2021-03;Buenos Aires;San Juan;42;131;previaje 1
2021-03;Buenos Aires;San Luis;257;614;previaje 1
2021-03;Buenos Aires;Santa Cruz;1074;2679;previaje 1
2021-03;Buenos Aires;Santa Fe;22;45;previaje 1
2021-03;Buenos Aires;Santiago del Estero;118;336;previaje 1
2021-03;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;1093;2562;previaje 1
2021-03;Buenos Aires;Tucum n;57;130;previaje 1
2021-03;Catamarca;Buenos Aires;3;5;previaje 1
2021-03;Catamarca;Ciudad Aut¢noma de Buenos Aires;3;7;previaje 1
2021-03;Catamarca;C¢rdoba;8;23;previaje 1
2021-03;Catamarca;R¡o Negro;5;13;previaje 1
2021-03;Catamarca;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;5;9;previaje 1
2021-03;Chaco;Buenos Aires;4;8;previaje 1
2021-03;Chaco;Ciudad Aut¢noma de Buenos Aires;14;31;previaje 1
2021-03;Chaco;C¢rdoba;45;85;previaje 1
2021-03;Chaco;Entre R¡os;3;9;previaje 1
2021-03;Chaco;Jujuy;3;12;previaje 1
2021-03;Chaco;Mendoza;14;28;previaje 1
2021-03;Chaco;Misiones;10;30;previaje 1
2021-03;Chaco;Neuqu‚n;5;11;previaje 1
2021-03;Chaco;R¡o Negro;67;163;previaje 1
2021-03;Chaco;Salta;11;29;previaje 1
2021-03;Chaco;Santa Cruz;29;81;previaje 1
2021-03;Chaco;Santiago del Estero;6;15;previaje 1
2021-03;Chaco;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;43;113;previaje 1
2021-03;Chubut;Buenos Aires;18;36;previaje 1
2021-03;Chubut;Catamarca;3;6;previaje 1
2021-03;Chubut;Chubut;42;120;previaje 1
2021-03;Chubut;Ciudad Aut¢noma de Buenos Aires;35;68;previaje 1
2021-03;Chubut;C¢rdoba;6;14;previaje 1
2021-03;Chubut;Entre R¡os;8;22;previaje 1
2021-03;Chubut;Jujuy;3;3;previaje 1
2021-03;Chubut;Mendoza;12;24;previaje 1
2021-03;Chubut;Misiones;16;36;previaje 1
2021-03;Chubut;Neuqu‚n;7;20;previaje 1
2021-03;Chubut;R¡o Negro;30;95;previaje 1
2021-03;Chubut;Salta;18;32;previaje 1
2021-03;Chubut;San Luis;4;12;previaje 1
2021-03;Chubut;Santa Cruz;10;22;previaje 1
2021-03;Chubut;Santiago del Estero;7;17;previaje 1
2021-03;Chubut;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;12;26;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;1240;3371;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Catamarca;31;64;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Chaco;7;14;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Chubut;180;398;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;160;398;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;384;924;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Corrientes;42;114;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Entre R¡os;139;398;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Jujuy;119;273;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;La Pampa;5;17;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;La Rioja;23;64;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Mendoza;864;2058;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Misiones;756;2005;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;436;1050;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;1784;4218;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Salta;546;1289;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;San Juan;41;92;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;San Luis;106;243;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;1037;2388;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Santa Fe;29;69;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;48;142;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;980;2194;previaje 1
2021-03;Ciudad Aut¢noma de Buenos Aires;Tucum n;85;170;previaje 1
2021-03;C¢rdoba;Buenos Aires;190;582;previaje 1
2021-03;C¢rdoba;Catamarca;5;6;previaje 1
2021-03;C¢rdoba;Chaco;3;8;previaje 1
2021-03;C¢rdoba;Chubut;24;37;previaje 1
2021-03;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;44;95;previaje 1
2021-03;C¢rdoba;C¢rdoba;977;2645;previaje 1
2021-03;C¢rdoba;Corrientes;10;32;previaje 1
2021-03;C¢rdoba;Entre R¡os;13;36;previaje 1
2021-03;C¢rdoba;Jujuy;16;46;previaje 1
2021-03;C¢rdoba;La Rioja;5;9;previaje 1
2021-03;C¢rdoba;Mendoza;113;272;previaje 1
2021-03;C¢rdoba;Misiones;202;562;previaje 1
2021-03;C¢rdoba;Neuqu‚n;83;182;previaje 1
2021-03;C¢rdoba;R¡o Negro;569;1536;previaje 1
2021-03;C¢rdoba;Salta;96;242;previaje 1
2021-03;C¢rdoba;San Luis;31;93;previaje 1
2021-03;C¢rdoba;Santa Cruz;249;693;previaje 1
2021-03;C¢rdoba;Santa Fe;14;46;previaje 1
2021-03;C¢rdoba;Santiago del Estero;30;91;previaje 1
2021-03;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;292;750;previaje 1
2021-03;C¢rdoba;Tucum n;3;9;previaje 1
2021-03;Corrientes;Buenos Aires;4;8;previaje 1
2021-03;Corrientes;Ciudad Aut¢noma de Buenos Aires;4;6;previaje 1
2021-03;Corrientes;C¢rdoba;10;22;previaje 1
2021-03;Corrientes;Corrientes;6;21;previaje 1
2021-03;Corrientes;Entre R¡os;4;10;previaje 1
2021-03;Corrientes;Mendoza;4;8;previaje 1
2021-03;Corrientes;Misiones;8;27;previaje 1
2021-03;Corrientes;Neuqu‚n;3;5;previaje 1
2021-03;Corrientes;R¡o Negro;11;39;previaje 1
2021-03;Corrientes;Santa Cruz;8;17;previaje 1
2021-03;Corrientes;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;20;previaje 1
2021-03;Entre R¡os;Buenos Aires;21;61;previaje 1
2021-03;Entre R¡os;Chubut;5;21;previaje 1
2021-03;Entre R¡os;Ciudad Aut¢noma de Buenos Aires;4;10;previaje 1
2021-03;Entre R¡os;C¢rdoba;44;118;previaje 1
2021-03;Entre R¡os;Entre R¡os;41;120;previaje 1
2021-03;Entre R¡os;Jujuy;6;15;previaje 1
2021-03;Entre R¡os;Mendoza;55;141;previaje 1
2021-03;Entre R¡os;Misiones;19;60;previaje 1
2021-03;Entre R¡os;Neuqu‚n;19;63;previaje 1
2021-03;Entre R¡os;R¡o Negro;87;211;previaje 1
2021-03;Entre R¡os;Salta;36;74;previaje 1
2021-03;Entre R¡os;San Juan;20;46;previaje 1
2021-03;Entre R¡os;San Luis;23;51;previaje 1
2021-03;Entre R¡os;Santa Cruz;37;132;previaje 1
2021-03;Entre R¡os;Santa Fe;4;11;previaje 1
2021-03;Entre R¡os;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;31;68;previaje 1
2021-03;Formosa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;5;previaje 1
2021-03;Jujuy;Buenos Aires;12;23;previaje 1
2021-03;Jujuy;Ciudad Aut¢noma de Buenos Aires;13;25;previaje 1
2021-03;Jujuy;C¢rdoba;40;87;previaje 1
2021-03;Jujuy;Corrientes;4;16;previaje 1
2021-03;Jujuy;Jujuy;14;42;previaje 1
2021-03;Jujuy;Mendoza;4;9;previaje 1
2021-03;Jujuy;Misiones;9;20;previaje 1
2021-03;Jujuy;R¡o Negro;10;18;previaje 1
2021-03;Jujuy;Salta;16;50;previaje 1
2021-03;Jujuy;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;5;9;previaje 1
2021-03;Jujuy;Tucum n;4;6;previaje 1
2021-03;La Pampa;Buenos Aires;4;15;previaje 1
2021-03;La Pampa;C¢rdoba;12;26;previaje 1
2021-03;La Pampa;La Pampa;4;12;previaje 1
2021-03;La Pampa;Misiones;7;26;previaje 1
2021-03;La Pampa;Neuqu‚n;12;33;previaje 1
2021-03;La Pampa;R¡o Negro;11;41;previaje 1
2021-03;La Pampa;Salta;3;6;previaje 1
2021-03;La Pampa;San Luis;3;5;previaje 1
2021-03;La Pampa;Santa Cruz;13;27;previaje 1
2021-03;La Pampa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;7;21;previaje 1
2021-03;La Rioja;C¢rdoba;7;24;previaje 1
2021-03;La Rioja;La Rioja;3;8;previaje 1
2021-03;La Rioja;Neuqu‚n;3;6;previaje 1
2021-03;La Rioja;R¡o Negro;3;9;previaje 1
2021-03;Mendoza;Buenos Aires;129;349;previaje 1
2021-03;Mendoza;Chubut;7;18;previaje 1
2021-03;Mendoza;Ciudad Aut¢noma de Buenos Aires;41;73;previaje 1
2021-03;Mendoza;C¢rdoba;80;229;previaje 1
2021-03;Mendoza;Mendoza;185;545;previaje 1
2021-03;Mendoza;Misiones;95;243;previaje 1
2021-03;Mendoza;Neuqu‚n;82;251;previaje 1
2021-03;Mendoza;R¡o Negro;117;310;previaje 1
2021-03;Mendoza;Salta;21;55;previaje 1
2021-03;Mendoza;San Juan;3;15;previaje 1
2021-03;Mendoza;San Luis;30;100;previaje 1
2021-03;Mendoza;Santa Cruz;50;121;previaje 1
2021-03;Mendoza;Santiago del Estero;4;12;previaje 1
2021-03;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;58;137;previaje 1
2021-03;Mendoza;Tucum n;5;8;previaje 1
2021-03;Misiones;Buenos Aires;10;16;previaje 1
2021-03;Misiones;Chubut;10;23;previaje 1
2021-03;Misiones;Ciudad Aut¢noma de Buenos Aires;12;29;previaje 1
2021-03;Misiones;C¢rdoba;9;21;previaje 1
2021-03;Misiones;Mendoza;21;56;previaje 1
2021-03;Misiones;Misiones;52;128;previaje 1
2021-03;Misiones;Neuqu‚n;7;15;previaje 1
2021-03;Misiones;R¡o Negro;34;122;previaje 1
2021-03;Misiones;Salta;25;44;previaje 1
